ds,y
             2016 04 01,0.00331
             2016 04 01,0.06313
             2016 04 01,0.01169
             2016 04 01,0.00223
             2016 04 01,0.09702
             2016 04 01,0.03285
             2016 04 01,0.0044
             2016 04 01,0.00333
             2016 03 28,0.00027
             2016 03 31,0.00186
             2016 03 28,0.00221
             2016 03 31,0.00778
             2016 03 31,0.22643
             2016 03 31,0.1822
             2016 03 31,0.00124
             2016 03 31,0.17923
             2016 03 31,0.02695
             2016 03 29,0.13096
             2016 03 28,0.05092
             2016 03 29,0.09802
             2016 03 31,0.03004
             2016 03 31,0.00193
             2016 03 30,0.03156
             2016 03 31,0.00281
             2016 03 30,0.00074
             2016 03 30,0.00115
             2016 03 30,0.00179
             2016 03 29,0.00808
             2016 03 28,0.00675
             2016 03 28,0.06472
             2016 03 28,0.02452
             2016 03 30,0.04906
             2016 03 31,0.03082
             2016 03 30,0.00216
             2016 03 28,0.00551
             2016 03 29,0.00404
             2016 03 28,0.01554
             2016 03 28,0.03346
             2016 03 28,0.06239
             2016 03 28,0.0067
             2016 03 25,0.00431
             2016 03 28,0.02392
             2016 03 28,0.01205
             2016 03 27,0.03384
             2016 03 28,0.10325
             2016 03 28,0.08325
             2016 03 28,0.0252
             2016 03 28,0.00139
             2016 03 28,0.01058
             2016 03 28,0.02001
             2016 03 27,0.00077
             2016 03 25,0.21113
             2016 03 17,0.44508
             2016 03 18,0.18915
             2016 03 18,0.16304
             2016 03 19,0.00532
             2016 03 19,0.00216
             2016 03 16,0.19273
             2016 03 16,0.07367
             2016 03 16,0.04564
             2016 03 16,0.00065
             2016 03 16,0.00023
             2016 03 15,0.00027
             2016 03 14,0.0526
             2016 03 14,0.11829
             2016 03 14,0.26389
             2016 03 14,0.25568
             2016 03 14,0.05014
             2016 03 13,0.06201
             2016 03 13,0.09087
             2016 03 12,0.20843
             2016 03 11,0.00115
             2016 03 14,0.00692
             2016 03 13,0.11818
             2016 03 13,0.0495
             2016 03 12,0.03021
             2016 03 11,0.2457
             2016 03 13,0.00389
             2016 03 13,0.00164
             2016 03 14,0.00283
             2016 03 13,0.03369
             2016 03 13,0.02874
             2016 03 13,0.01277
             2016 03 12,0.47602
             2016 03 12,0.00444
             2016 03 12,0.0105
             2016 03 11,0.00056
             2016 03 10,0.00483
             2016 03 05,0.01792
             2016 03 04,0.18294
             2016 03 11,0.00308
             2016 03 10,0.0065
             2016 03 10,0.01716
             2016 03 09,0.00323
             2016 03 10,0.00742
             2016 03 10,0.00981
             2016 03 04,0.08308
             2016 03 04,0.03194
             2016 03 03,0.12343
             2016 03 07,0.02447
             2016 03 07,0.00177
             2016 03 03,0.06317
             2016 03 02,0.17733
             2016 03 06,0.02165
             2016 03 06,0.03755
             2016 03 06,0.00727
             2016 03 06,0.03886
             2016 03 07,0.06781
             2016 03 07,0.02145
             2016 03 07,0.01986
             2016 03 06,0.00348
             2016 03 06,0.12143
             2016 03 07,0.00097
             2016 03 06,0.00649
             2016 03 05,0.14509
             2016 03 02,0.00002
             2016 03 05,0.00393
             2016 03 04,0.02376
             2016 03 04,0.01389
             2016 03 04,0.03798
             2016 03 04,0.07091
             2016 03 02,0.3284
             2016 03 02,0.21943
             2016 03 02,0.1528
             2016 03 01,0.03341
             2016 03 03,0.00094
             2016 03 03,0.02045
             2016 03 03,0.11275
             2016 03 01,0.00242
             2016 03 03,0.02426
             2016 03 02,0.00983
             2016 03 03,0.00632
             2016 03 02,0.05289
             2016 03 02,0.00517
             2016 03 02,0.06551
             2016 03 03,0.00121
             2016 03 02,0.00018
             2016 03 02,0.00059
             2016 03 02,0.11466
             2016 03 02,0.01693
             2016 03 02,0.00555
             2016 03 01,0.01296
             2016 03 01,0.02054
             2016 03 01,0.03961
             2016 02 28,0
             2016 02 26,0.00006
             2016 02 16,0.01162
             2016 02 29,0.00026
             2016 02 28,0.11971
             2016 02 28,0.00212
             2016 02 28,0.0042
             2016 02 27,0.00059
             2016 02 28,0.03444
             2016 02 28,0.00111
             2016 02 26,0.13392
             2016 02 27,0.01331
             2016 02 27,0.00344
             2016 02 27,0.00174
             2016 02 26,0.00393
             2016 02 26,0.00606
             2016 02 26,0.01261
             2016 02 18,0.0315
             2016 02 17,0.02632
             2016 02 16,0.01448
             2016 02 11,0.00122
             2016 02 12,0.00857
             2016 02 12,0.00475
             2016 02 15,0.08369
             2016 02 15,0.01218
             2016 02 14,0.083
             2016 02 14,0.03257
             2016 02 15,0.00287
             2016 02 15,0.00948
             2016 02 15,0.01001
             2016 02 10,0.01062
             2016 02 14,0.01109
             2016 02 12,0.1419
             2016 02 12,0.01641
             2016 02 13,0.00672
             2016 02 12,0.07511
             2016 02 12,0.02163
             2016 02 11,0.03849
             2016 02 11,0.05374
             2016 02 11,0.21726
             2016 02 10,0.26959
             2016 02 12,0.02796
             2016 02 11,0.03936
             2016 02 11,0.00038
             2016 02 10,0.04708
             2016 02 12,0.01374
             2016 02 12,0.00022
             2016 02 11,0.00362
             2016 02 10,0.0059
             2016 02 10,0.01715
             2016 02 10,0.00127
             2016 02 10,0.13143
             2016 02 09,0.01097
             2016 02 09,0.05063
             2016 02 09,0.00698
             2016 02 08,0.27493
             2016 02 06,0.04868
             2016 02 06,0.02733
             2016 02 09,0.00087
             2016 02 09,0.00352
             2016 02 09,0.0006
             2016 02 09,0.00575
             2016 02 09,0.03875
             2016 02 08,0.02125
             2016 02 08,0.00256
             2016 02 06,0.33409
             2016 02 05,0.00931
             2016 02 06,0.00639
             2016 02 05,0.09223
             2016 02 05,0.00191
             2016 02 06,0.02543
             2016 02 06,0.05524
             2016 02 05,0.21182
             2016 02 05,0.0181
             2016 02 03,0.00358
             2016 02 07,0.00305
             2016 02 01,0.00465
             2016 02 05,0.16081
             2016 02 06,0.00191
             2016 02 05,0.00653
             2016 02 06,0.01652
             2016 02 06,0.015
             2016 02 05,0.00928
             2016 02 05,0.01204
             2016 02 05,0.00167
             2016 02 03,0.01693
             2016 02 05,0.0122
             2016 02 04,0.02327
             2016 02 03,0.0255
             2016 02 04,0.04521
             2016 02 04,0.02179
             2016 02 04,0.01706
             2016 02 04,0.03124
             2016 02 04,0.03449
             2016 02 03,0.00355
             2016 02 03,0.03066
             2016 02 03,0.02454
             2016 02 04,0.00415
             2016 02 02,0.0011
             2016 02 01,0.11798
             2016 01 31,0.08023
             2016 01 31,0.04491
             2016 01 31,0.09252
             2016 01 30,0.07966
             2016 01 30,0.04194
             2016 01 30,0.04828
             2016 01 29,0.02436
             2016 01 30,0.32872
             2016 01 30,0.10506
             2016 01 30,0.00152
             2016 01 30,0.0166
             2016 01 29,0.02046
             2016 01 29,0.00038
             2016 01 29,0.02146
             2016 01 28,0.00041
             2016 01 28,0.05676
             2016 01 18,0.00566
             2016 01 28,0.0185
             2016 01 28,0.0021
             2016 01 20,0.06453
             2016 01 18,0.15907
             2016 01 20,0.01485
             2016 01 19,0.00548
             2016 01 18,0.03375
             2016 01 20,0.00148
             2016 01 19,0.03389
             2016 01 18,0.0035
             2016 01 18,0.19374
             2016 01 18,0.03139
             2016 01 18,0.00658
             2016 01 16,0.00356
             2016 01 03,0.00234
             2016 01 04,0.00579
             2016 01 03,0.01033
             2016 01 02,0.01638
             2016 01 14,0.1709
             2016 01 15,0.02523
             2016 01 15,0.01882
             2016 01 13,0.10002
             2016 01 12,0.12442
             2016 01 15,0.00804
             2016 01 14,0.0423
             2016 01 04,0.29024
             2016 01 15,0.01526
             2016 01 14,0.02225
             2016 01 15,0.02111
             2016 01 15,0.01788
             2016 01 15,0.00673
             2016 01 14,0.04971
             2016 01 11,0.02786
             2016 01 13,0.10268
             2016 01 14,0.00105
             2016 01 13,0.01118
             2016 01 13,0.01778
             2016 01 12,0.00026
             2016 01 14,0.00082
             2016 01 13,0.00019
             2016 01 12,0.01734
             2016 01 12,0.01329
             2016 01 11,0.03911
             2016 01 11,0.13043
             2016 01 08,0.02876
             2016 01 10,0.18075
             2016 01 11,0.00091
             2016 01 09,0.31874
             2016 01 04,0.03517
             2016 01 09,0.05308
             2016 01 09,0.02426
             2016 01 09,0.01724
             2016 01 05,0.00505
             2016 01 04,0.03989
             2016 01 07,0.01796
             2016 01 07,0.03799
             2016 01 07,0.07468
             2016 01 05,0.00608
             2016 01 05,0.04395
             2016 01 04,0.04069
             2016 01 03,0.16976
             2016 01 02,0.01857
             2016 01 03,0.00925
             2016 01 01,0.06429
             2016 01 04,0.01732
             2016 01 03,0.03005
             2016 01 03,0.03686
             2016 01 03,0.11436
             2016 01 02,0.02511
             2016 01 02,0.00026
             2016 01 01,0.08476
             2015 12 29,0.05786
             2015 12 31,0.1215
             2015 12 31,0.24078
             2015 12 26,0.05107
             2015 12 31,0.16681
